t,u,v,w,p,q,r,X,Y,Z,phi,theta,psi,u_dot,v_dot,w_dot,p_dot,q_dot,r_dot
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,1,3.40E-13,2.40E-10,6.87E-12,-2.09E-09,1.35E-12,0.1,0,0,0,0,0,3.06E-06,3.40E-12,2.40E-09,6.87E-11,-2.09E-08,1.35E-11
0.2,1,1.64E-05,-1.09E-10,1.92E-06,1.29E-09,-2.00E-05,0.2,3.40E-14,0,6.87E-13,-2.09E-10,1.35E-13,2.61E-06,0.00016412,-3.49E-09,1.92E-05,3.38E-08,-0.00020034
0.3,1,4.97E-05,-1.19E-09,5.68E-06,1.04E-08,-5.95E-05,0.3,1.64E-06,2.09E-11,1.92E-07,-7.96E-11,-2.00E-06,1.15E-06,0.00033288,-1.08E-08,3.76E-05,9.08E-08,-0.00039493
0.4,1,0.0001003,-3.22E-09,1.12E-05,2.55E-08,-0.00011792,0.4,6.41E-06,1.89E-11,7.61E-07,9.59E-10,-7.96E-06,-1.48E-06,0.000506,-2.03E-08,5.52E-05,1.51E-07,-0.00058396
0.5,1,0.00016862,-6.52E-09,1.84E-05,4.70E-08,-0.00019468,0.5,1.56E-05,-1.57E-10,1.88E-06,3.52E-09,-1.97E-05,-5.42E-06,0.00068323,-3.31E-08,7.18E-05,2.15E-07,-0.00076761
0.6,1,0.00025505,-1.16E-08,2.71E-05,7.54E-08,-0.00028929,0.6,3.05E-05,-8.42E-10,3.72E-06,8.26E-09,-3.92E-05,-1.09E-05,0.0008643,-5.10E-08,8.75E-05,2.84E-07,-0.00094607
0.7,1,0.00035995,-1.92E-08,3.74E-05,1.11E-07,-0.00040124,0.7,5.21E-05,-2.67E-09,6.43E-06,1.59E-08,-6.81E-05,-1.79E-05,0.001049,-7.62E-08,0.00010222,3.57E-07,-0.0011195
0.8,0.99999,0.00048365,-3.03E-08,4.90E-05,1.55E-07,-0.00053005,0.8,8.13E-05,-6.71E-09,1.02E-05,2.73E-08,-0.00010827,-2.67E-05,0.001237,-1.11E-07,0.00011593,4.34E-07,-0.0012881
0.9,0.99999,0.00062647,-4.62E-08,6.18E-05,2.06E-07,-0.00067524,0.9,0.00011883,-1.47E-08,1.51E-05,4.33E-08,-0.00016127,-3.75E-05,0.0014282,-1.59E-07,0.00012862,5.15E-07,-0.0014519
1,0.99999,0.00078869,-6.84E-08,7.58E-05,2.66E-07,-0.00083636,1,0.00016535,-2.91E-08,2.12E-05,6.49E-08,-0.0002288,-5.03E-05,0.0016222,-2.22E-07,0.00014031,5.98E-07,-0.0016112
1.1,0.99998,0.00097059,-9.88E-08,9.09E-05,3.34E-07,-0.001013,1.1,0.00022134,-5.36E-08,2.88E-05,9.32E-08,-0.00031243,-6.52E-05,0.001819,-3.04E-07,0.00015099,6.84E-07,-0.0017661
1.2,0.99997,0.0011724,-1.40E-07,0.00010701,4.11E-07,-0.0012047,1.2,0.00028716,-9.33E-08,3.79E-05,1.30E-07,-0.00041373,-8.25E-05,0.0020183,-4.10E-07,0.00016068,7.71E-07,-0.0019168
1.3,0.99996,0.0013944,-1.94E-07,0.00012395,4.97E-07,-0.001411,1.3,0.00036303,-1.55E-07,4.86E-05,1.75E-07,-0.0005342,-0.00010224,0.0022199,-5.42E-07,0.0001694,8.57E-07,-0.0020633
1.4,0.99995,0.0016368,-2.64E-07,0.00014167,5.91E-07,-0.0016316,1.4,0.00044905,-2.47E-07,6.10E-05,2.32E-07,-0.0006753,-0.00012451,0.0024236,-7.04E-07,0.00017716,9.40E-07,-0.0022058
1.5,0.99993,0.0018997,-3.55E-07,0.00016007,6.93E-07,-0.001866,1.5,0.00054521,-3.80E-07,7.52E-05,3.01E-07,-0.00083845,-0.00014945,0.0026292,-9.02E-07,0.00018401,1.02E-06,-0.0023444
1.6,0.99992,0.0021834,-4.68E-07,0.00017906,8.02E-07,-0.0021139,1.6,0.00065134,-5.70E-07,9.12E-05,3.84E-07,-0.0010251,-0.00017719,0.0028366,-1.14E-06,0.00018997,1.09E-06,-0.0024793
1.7,0.99989,0.0024879,-6.10E-07,0.00019857,9.17E-07,-0.002375,1.7,0.00076718,-8.32E-07,0.0001091,4.84E-07,-0.0012364,-0.00020782,0.0030456,-1.42E-06,0.00019508,1.15E-06,-0.0026105
1.8,0.99987,0.0028135,-7.85E-07,0.00021851,1.04E-06,-0.0026488,1.8,0.00089234,-1.19E-06,0.00012896,6.01E-07,-0.0014739,-0.00024146,0.003256,-1.75E-06,0.00019937,1.20E-06,-0.0027382
1.9,0.99984,0.0031603,-9.97E-07,0.0002388,1.16E-06,-0.002935,1.8999,0.0010263,-1.66E-06,0.00015081,7.39E-07,-0.0017388,-0.00027821,0.0034677,-2.12E-06,0.0002029,1.24E-06,-0.0028625
2,0.99981,0.0035283,-1.25E-06,0.00025937,1.29E-06,-0.0032334,1.9999,0.0011685,-2.29E-06,0.00017469,9.00E-07,-0.0020323,-0.00031818,0.0036804,-2.56E-06,0.00020569,1.26E-06,-0.0029834
2.1,0.99977,0.0039177,-1.56E-06,0.00028015,1.41E-06,-0.0035435,2.0999,0.0013181,-3.09E-06,0.00020062,1.08E-06,-0.0023557,-0.00036147,0.0038942,-3.06E-06,0.0002078,1.26E-06,-0.0031011
2.2,0.99973,0.0043286,-1.92E-06,0.00030108,1.54E-06,-0.0038651,2.1999,0.0014744,-4.12E-06,0.00022864,1.30E-06,-0.00271,-0.00040817,0.0041087,-3.62E-06,0.00020928,1.23E-06,-0.0032158
2.3,0.99969,0.004761,-2.35E-06,0.00032209,1.65E-06,-0.0041978,2.2999,0.0016363,-5.43E-06,0.00025875,1.54E-06,-0.0030965,-0.00045838,0.004324,-4.25E-06,0.00021015,1.18E-06,-0.0033273
2.4,0.99964,0.005215,-2.84E-06,0.00034314,1.76E-06,-0.0045414,2.3998,0.0018029,-7.06E-06,0.00029095,1.81E-06,-0.0035163,-0.00051219,0.0045398,-4.95E-06,0.00021048,1.09E-06,-0.0034359
2.5,0.99958,0.0056906,-3.42E-06,0.00036417,1.86E-06,-0.0048956,2.4998,0.0019729,-9.07E-06,0.00032527,2.12E-06,-0.0039704,-0.00056969,0.004756,-5.74E-06,0.0002103,9.73E-07,-0.0035417
2.6,0.99952,0.0061879,-4.08E-06,0.00038514,1.94E-06,-0.00526,2.5998,0.002145,-1.15E-05,0.00036168,2.47E-06,-0.00446,-0.00063097,0.0049725,-6.60E-06,0.00020966,8.14E-07,-0.0036446
2.7,0.99945,0.0067068,-4.83E-06,0.00040599,2.00E-06,-0.0056345,2.6997,0.002318,-1.45E-05,0.0004002,2.85E-06,-0.004986,-0.0006961,0.0051892,-7.55E-06,0.0002086,6.13E-07,-0.0037449
2.8,0.99937,0.0072474,-5.69E-06,0.00042671,2.04E-06,-0.0060188,2.7997,0.0024904,-1.82E-05,0.00044079,3.28E-06,-0.0055494,-0.00076518,0.005406,-8.59E-06,0.00020716,3.66E-07,-0.0038425
2.9,0.99929,0.0078096,-6.66E-06,0.00044725,2.05E-06,-0.0064125,2.8996,0.0026605,-2.25E-05,0.00048346,3.75E-06,-0.0061513,-0.00083828,0.0056227,-9.73E-06,0.00020539,6.77E-08,-0.0039376
3,0.9992,0.0083936,-7.76E-06,0.00046758,2.02E-06,-0.0068155,2.9995,0.0028268,-2.77E-05,0.00052819,4.26E-06,-0.0067926,-0.00091547,0.0058392,-1.10E-05,0.00020332,-2.85E-07,-0.0040301
3.1,0.9991,0.0089991,-8.99E-06,0.00048768,1.95E-06,-0.0072276,3.0995,0.0029874,-3.38E-05,0.00057494,4.82E-06,-0.0074741,-0.00099684,0.0060554,-1.23E-05,0.00020099,-6.96E-07,-0.0041202
3.2,0.99899,0.0096262,-1.04E-05,0.00050752,1.83E-06,-0.0076484,3.1994,0.0031406,-4.10E-05,0.00062371,5.43E-06,-0.0081969,-0.0010825,0.0062713,-1.37E-05,0.00019843,-1.17E-06,-0.004208
3.3,0.99887,0.010275,-1.19E-05,0.00052709,1.66E-06,-0.0080777,3.2993,0.0032843,-4.95E-05,0.00067445,6.09E-06,-0.0089617,-0.0011724,0.0064867,-1.53E-05,0.00019569,-1.71E-06,-0.0042934
3.4,0.99874,0.010945,-1.36E-05,0.00054637,1.43E-06,-0.0085154,3.3992,0.0034166,-5.93E-05,0.00072716,6.80E-06,-0.0097695,-0.0012667,0.0067015,-1.69E-05,0.00019279,-2.32E-06,-0.0043766
3.5,0.99861,0.011637,-1.55E-05,0.00056535,1.13E-06,-0.0089611,3.499,0.0035354,-7.07E-05,0.00078179,7.57E-06,-0.010621,-0.0013654,0.0069156,-1.87E-05,0.00018976,-3.01E-06,-0.0044576
3.6,0.99846,0.012349,-1.75E-05,0.00058401,7.50E-07,-0.0094148,3.5989,0.0036383,-8.38E-05,0.00083832,8.38E-06,-0.011517,-0.0014687,0.0071289,-2.06E-05,0.00018663,-3.78E-06,-0.0045364
3.7,0.9983,0.013084,-1.98E-05,0.00060235,2.87E-07,-0.0098761,3.6988,0.0037233,-9.88E-05,0.00089671,9.24E-06,-0.012459,-0.0015765,0.0073414,-2.26E-05,0.00018342,-4.63E-06,-0.0046132
3.8,0.99813,0.013839,-2.23E-05,0.00062037,-2.69E-07,-0.010345,3.7986,0.0037878,-0.00011607,0.00095694,1.02E-05,-0.013446,-0.0016889,0.0075529,-2.48E-05,0.00018017,-5.56E-06,-0.0046878
3.9,0.99795,0.014615,-2.50E-05,0.00063806,-9.28E-07,-0.010821,3.8984,0.0038295,-0.00013569,0.001019,1.11E-05,-0.014481,-0.001806,0.0077634,-2.70E-05,0.00017689,-6.59E-06,-0.0047605
4,0.99776,0.015413,-2.79E-05,0.00065542,-1.70E-06,-0.011304,3.9982,0.0038459,-0.00015797,0.0010828,1.21E-05,-0.015563,-0.0019278,0.0079727,-2.94E-05,0.00017359,-7.72E-06,-0.0048312
4.1,0.99755,0.016231,-3.11E-05,0.00067245,-2.59E-06,-0.011794,4.098,0.0038342,-0.00018317,0.0011483,1.32E-05,-0.016693,-0.0020544,0.0081809,-3.20E-05,0.00017031,-8.94E-06,-0.0049
4.2,0.99734,0.017053,-3.46E-05,0.00068724,-3.67E-06,-0.012271,4.1978,0.0037919,-0.00021158,0.0012155,1.43E-05,-0.017873,-0.0021167,0.0082244,-3.46E-05,0.00014794,-1.08E-05,-0.0047675
4.3,0.99713,0.017879,-3.83E-05,0.00069989,-4.94E-06,-0.012735,4.2975,0.0037145,-0.00024348,0.0012842,1.54E-05,-0.0191,-0.0021777,0.0082623,-3.72E-05,0.00012644,-1.27E-05,-0.0046392
4.4,0.9969,0.018709,-4.22E-05,0.00071048,-6.41E-06,-0.013186,4.3973,0.0035977,-0.00027917,0.0013542,1.65E-05,-0.020373,-0.0022374,0.0082948,-3.97E-05,0.0001059,-1.47E-05,-0.004515
4.5,0.99667,0.019541,-4.65E-05,0.00071911,-8.09E-06,-0.013626,4.497,0.0034374,-0.00031894,0.0014252,1.77E-05,-0.021692,-0.002296,0.0083222,-4.23E-05,8.64E-05,-1.67E-05,-0.0043947
4.6,0.99644,0.020375,-5.10E-05,0.00072591,-9.97E-06,-0.014053,4.5967,0.0032292,-0.00036309,0.0014971,1.88E-05,-0.023054,-0.0023535,0.0083447,-4.49E-05,6.79E-05,-1.88E-05,-0.0042781
4.7,0.9962,0.021212,-5.57E-05,0.00073096,-1.21E-05,-0.01447,4.6963,0.0029692,-0.00041195,0.0015697,1.99E-05,-0.02446,-0.0024098,0.0083625,-4.74E-05,5.05E-05,-2.10E-05,-0.0041652
4.8,0.99595,0.022049,-6.07E-05,0.00073439,-1.44E-05,-0.014876,4.796,0.0026534,-0.00046582,0.0016427,2.10E-05,-0.025907,-0.002465,0.0083758,-4.99E-05,3.43E-05,-2.31E-05,-0.0040558
4.9,0.9957,0.022888,-6.59E-05,0.00073631,-1.69E-05,-0.015271,4.8956,0.0022777,-0.00052504,0.0017161,2.20E-05,-0.027394,-0.0025191,0.0083848,-5.23E-05,1.92E-05,-2.54E-05,-0.0039498
5,0.99544,0.023727,-7.14E-05,0.00073683,-1.97E-05,-0.015655,4.9952,0.0018383,-0.00058993,0.0017897,2.29E-05,-0.028921,-0.0025721,0.0083898,-5.47E-05,5.23E-06,-2.76E-05,-0.0038471
5.1,0.99518,0.024566,-7.71E-05,0.00073607,-2.27E-05,-0.01603,5.0947,0.0013315,-0.00066084,0.0018634,2.38E-05,-0.030487,-0.0026241,0.0083909,-5.71E-05,-7.61E-06,-2.99E-05,-0.0037475
5.2,0.99491,0.025405,-8.30E-05,0.00073414,-2.59E-05,-0.016395,5.1943,0.00075339,-0.0007381,0.001937,2.45E-05,-0.03209,-0.002675,0.0083882,-5.94E-05,-1.93E-05,-3.22E-05,-0.0036511
5.3,0.99464,0.026243,-8.92E-05,0.00073114,-2.93E-05,-0.016751,5.2938,0.00010046,-0.00082206,0.0020103,2.51E-05,-0.033729,-0.002725,0.008382,-6.17E-05,-2.99E-05,-3.45E-05,-0.0035575
5.4,0.99436,0.02708,-9.56E-05,0.0007272,-3.30E-05,-0.017098,5.3933,-0.00063094,-0.00091307,0.0020834,2.55E-05,-0.035404,-0.0027739,0.0083724,-6.39E-05,-3.95E-05,-3.68E-05,-0.0034669
5.5,0.99408,0.027916,-0.00010221,0.0007224,-3.69E-05,-0.017435,5.4928,-0.0014444,-0.0010115,0.0021561,2.58E-05,-0.037114,-0.0028219,0.0083596,-6.61E-05,-4.80E-05,-3.91E-05,-0.003379
5.6,0.99379,0.02875,-0.00010903,0.00071685,-4.11E-05,-0.017765,5.5922,-0.0023433,-0.0011176,0.0022283,2.58E-05,-0.038858,-0.0028689,0.0083438,-6.82E-05,-5.55E-05,-4.14E-05,-0.0032937
5.7,0.9935,0.029583,-0.00011605,0.00071065,-4.54E-05,-0.018086,5.6916,-0.003331,-0.0012319,0.0022999,2.57E-05,-0.040634,-0.0029149,0.0083251,-7.02E-05,-6.20E-05,-4.37E-05,-0.0032111
5.8,0.9932,0.030413,-0.00012327,0.00070388,-5.00E-05,-0.018399,5.791,-0.0044111,-0.0013547,0.0023709,2.53E-05,-0.042443,-0.00296,0.0083035,-7.22E-05,-6.77E-05,-4.60E-05,-0.0031309
5.9,0.9929,0.031241,-0.00013069,0.00069664,-5.49E-05,-0.018704,5.8904,-0.0055866,-0.0014863,0.0024413,2.47E-05,-0.044283,-0.0030042,0.0082794,-7.41E-05,-7.24E-05,-4.83E-05,-0.0030532
6,0.9926,0.032067,-0.00013829,0.000689,-5.99E-05,-0.019002,5.9897,-0.0068609,-0.0016271,0.0025109,2.37E-05,-0.046153,-0.0030475,0.0082527,-7.60E-05,-7.64E-05,-5.06E-05,-0.0029778
6.1,0.99229,0.032889,-0.00014608,0.00068105,-6.52E-05,-0.019293,6.089,-0.0082372,-0.0017774,0.0025797,2.25E-05,-0.048053,-0.0030899,0.0082237,-7.78E-05,-7.96E-05,-5.28E-05,-0.0029046
6.2,0.99198,0.033708,-0.00015404,0.00067284,-7.07E-05,-0.019576,6.1883,-0.0097186,-0.0019376,0.0026478,2.10E-05,-0.049983,-0.0031315,0.0081925,-7.96E-05,-8.20E-05,-5.51E-05,-0.0028336
6.3,0.99166,0.034524,-0.00016217,0.00066446,-7.64E-05,-0.019852,6.2875,-0.011308,-0.0021082,0.002715,1.91E-05,-0.05194,-0.0031721,0.0081591,-8.13E-05,-8.38E-05,-5.73E-05,-0.0027646
6.4,0.99134,0.035336,-0.00017047,0.00065596,-8.24E-05,-0.020122,6.3867,-0.013009,-0.0022894,0.0027815,1.68E-05,-0.053926,-0.0032119,0.0081236,-8.30E-05,-8.50E-05,-5.94E-05,-0.0026978
6.5,0.99101,0.036145,-0.00017892,0.00064739,-8.85E-05,-0.020385,6.4859,-0.014823,-0.0024815,0.002847,1.42E-05,-0.055938,-0.0032509,0.0080863,-8.46E-05,-8.57E-05,-6.16E-05,-0.0026328
6.6,0.99068,0.03695,-0.00018754,0.0006388,-9.49E-05,-0.020642,6.5851,-0.016755,-0.0026851,0.0029117,1.11E-05,-0.057976,-0.003289,0.0080472,-8.61E-05,-8.58E-05,-6.37E-05,-0.0025698
6.7,0.99035,0.03775,-0.0001963,0.00063025,-0.00010148,-0.020893,6.6842,-0.018807,-0.0029003,0.0029756,7.67E-06,-0.060041,-0.0033263,0.0080063,-8.76E-05,-8.55E-05,-6.57E-05,-0.0025086
6.8,0.99002,0.038547,-0.0002052,0.00062177,-0.00010825,-0.021138,6.7833,-0.020981,-0.0031277,0.0030386,3.73E-06,-0.06213,-0.0033628,0.0079639,-8.91E-05,-8.48E-05,-6.77E-05,-0.0024491
6.9,0.98968,0.039339,-0.00021425,0.00061339,-0.00011522,-0.021377,6.8823,-0.023281,-0.0033674,0.0031008,-6.69E-07,-0.064244,-0.0033985,0.0079199,-9.04E-05,-8.37E-05,-6.97E-05,-0.0023914
7,0.98933,0.040126,-0.00022343,0.00060516,-0.00012238,-0.021611,6.9813,-0.025709,-0.00362,0.0031621,-5.56E-06,-0.066382,-0.0034335,0.0078745,-9.18E-05,-8.24E-05,-7.16E-05,-0.0023353
7.1,0.98899,0.040909,-0.00023273,0.00059709,-0.00012973,-0.021839,7.0803,-0.028267,-0.0038857,0.0032226,-1.10E-05,-0.068543,-0.0034676,0.0078277,-9.31E-05,-8.07E-05,-7.35E-05,-0.0022808
7.2,0.98864,0.041687,-0.00024217,0.0005892,-0.00013726,-0.022062,7.1793,-0.030959,-0.0041649,0.0032824,-1.69E-05,-0.070727,-0.003501,0.0077797,-9.43E-05,-7.89E-05,-7.53E-05,-0.0022278
7.3,0.98828,0.04246,-0.00025172,0.00058152,-0.00014496,-0.022279,7.2782,-0.033787,-0.0044579,0.0033413,-2.34E-05,-0.072933,-0.0035337,0.0077304,-9.55E-05,-7.68E-05,-7.70E-05,-0.0021764
7.4,0.98793,0.043228,-0.00026138,0.00057406,-0.00015284,-0.022492,7.3771,-0.036754,-0.004765,0.0033995,-3.04E-05,-0.075161,-0.0035656,0.0076801,-9.67E-05,-7.46E-05,-7.87E-05,-0.0021263
7.5,0.98757,0.043991,-0.00027116,0.00056683,-0.00016088,-0.0227,7.4759,-0.039862,-0.0050867,0.003457,-3.81E-05,-0.07741,-0.0035967,0.0076287,-9.78E-05,-7.23E-05,-8.04E-05,-0.0020777
7.6,0.9872,0.044749,-0.00028105,0.00055984,-0.00016908,-0.022903,7.5747,-0.043113,-0.0054232,0.0035138,-4.63E-05,-0.07968,-0.0036272,0.0075763,-9.89E-05,-6.99E-05,-8.20E-05,-0.0020304
7.7,0.98684,0.045501,-0.00029104,0.0005531,-0.00017743,-0.023101,7.6735,-0.04651,-0.0057749,0.0035699,-5.52E-05,-0.08197,-0.0036569,0.0075231,-9.99E-05,-6.74E-05,-8.35E-05,-0.0019844
7.8,0.98647,0.046248,-0.00030112,0.0005466,-0.00018593,-0.023295,7.7722,-0.050055,-0.0061422,0.0036253,-6.47E-05,-0.084281,-0.0036859,0.007469,-0.00010087,-6.50E-05,-8.50E-05,-0.0019397
7.9,0.9861,0.046989,-0.0003113,0.00054035,-0.00019457,-0.023485,7.8709,-0.053751,-0.0065252,0.0036801,-7.48E-05,-0.08661,-0.0037143,0.007414,-0.00010181,-6.25E-05,-8.64E-05,-0.0018962
8,0.98572,0.047725,-0.00032158,0.00053435,-0.00020334,-0.02367,7.9695,-0.057599,-0.0069244,0.0037343,-8.56E-05,-0.088959,-0.003742,0.0073584,-0.00010272,-6.00E-05,-8.77E-05,-0.0018538
8.1,0.98535,0.048455,-0.00033194,0.00052859,-0.00021224,-0.023851,8.0681,-0.061603,-0.0073401,0.003788,-9.71E-05,-0.091326,-0.003769,0.0073021,-0.0001036,-5.76E-05,-8.90E-05,-0.0018126
8.2,0.98497,0.04918,-0.00034238,0.00052306,-0.00022126,-0.024029,8.1667,-0.065764,-0.0077725,0.003841,-0.00010932,-0.093711,-0.0037953,0.0072452,-0.00010444,-5.53E-05,-9.02E-05,-0.0017725
8.3,0.98458,0.049898,-0.0003529,0.00051776,-0.0002304,-0.024202,8.2652,-0.070084,-0.0082221,0.0038936,-0.00012221,-0.096114,-0.003821,0.0071877,-0.00010524,-5.30E-05,-9.14E-05,-0.0017335
8.4,0.9842,0.050611,-0.0003635,0.00051267,-0.00023965,-0.024372,8.3637,-0.074566,-0.0086891,0.0039457,-0.00013583,-0.098534,-0.003846,0.0071297,-0.00010601,-5.08E-05,-9.25E-05,-0.0016955
8.5,0.98381,0.051319,-0.00037418,0.0005078,-0.000249,-0.024537,8.4621,-0.079211,-0.0091737,0.0039973,-0.00015018,-0.10097,-0.0038704,0.0070712,-0.00010674,-4.87E-05,-9.35E-05,-0.0016585
8.6,0.98342,0.05202,-0.00038492,0.00050312,-0.00025845,-0.0247,8.5605,-0.084022,-0.0096764,0.0040484,-0.00016527,-0.10343,-0.0038942,0.0070123,-0.00010743,-4.68E-05,-9.45E-05,-0.0016225
8.7,0.98303,0.052715,-0.00039573,0.00049863,-0.00026798,-0.024858,8.6589,-0.089001,-0.010197,0.0040992,-0.00018112,-0.1059,-0.0039174,0.006953,-0.00010809,-4.49E-05,-9.53E-05,-0.0015874
8.8,0.98264,0.053404,-0.0004066,0.00049431,-0.0002776,-0.025014,8.7572,-0.094149,-0.010737,0.0041495,-0.00019772,-0.10838,-0.0039399,0.0068933,-0.00010871,-4.32E-05,-9.62E-05,-0.0015532
8.9,0.98224,0.054088,-0.00041753,0.00049015,-0.00028729,-0.025166,8.8555,-0.099469,-0.011295,0.0041994,-0.0002151,-0.11088,-0.0039619,0.0068333,-0.0001093,-4.16E-05,-9.69E-05,-0.00152
9,0.98184,0.054765,-0.00042852,0.00048613,-0.00029705,-0.025315,8.9537,-0.10496,-0.011873,0.0042489,-0.00023326,-0.1134,-0.0039832,0.0067731,-0.00010985,-4.02E-05,-9.76E-05,-0.0014876
9.1,0.98144,0.055436,-0.00043955,0.00048224,-0.00030687,-0.02546,9.0519,-0.11063,-0.01247,0.0042982,-0.00025221,-0.11593,-0.004004,0.0067126,-0.00011037,-3.88E-05,-9.82E-05,-0.001456
9.2,0.98104,0.056101,-0.00045064,0.00047848,-0.00031675,-0.025603,9.15,-0.11648,-0.013087,0.004347,-0.00027196,-0.11848,-0.0040242,0.0066519,-0.00011085,-3.77E-05,-9.88E-05,-0.0014252
9.3,0.98064,0.056761,-0.00046177,0.00047482,-0.00032668,-0.025742,9.2481,-0.1225,-0.013723,0.0043956,-0.0002925,-0.12104,-0.0040439,0.006591,-0.0001113,-3.66E-05,-9.93E-05,-0.0013952
9.4,0.98023,0.057414,-0.00047294,0.00047125,-0.00033666,-0.025879,9.3461,-0.12871,-0.01438,0.0044438,-0.00031386,-0.12361,-0.004063,0.00653,-0.00011172,-3.57E-05,-9.97E-05,-0.001366
9.5,0.97982,0.05806,-0.00048415,0.00046775,-0.00034667,-0.026013,9.4441,-0.1351,-0.015057,0.0044917,-0.00033602,-0.1262,-0.0040815,0.0064689,-0.00011212,-3.49E-05,-0.00010012,-0.0013375
9.6,0.97941,0.058701,-0.0004954,0.00046433,-0.00035671,-0.026144,9.542,-0.14167,-0.015755,0.0045394,-0.000359,-0.1288,-0.0040996,0.0064077,-0.00011248,-3.43E-05,-0.00010043,-0.0013097
9.7,0.979,0.059336,-0.00050668,0.00046095,-0.00036678,-0.026272,9.6399,-0.14843,-0.016474,0.0045868,-0.00038281,-0.13142,-0.0041171,0.0063464,-0.00011281,-3.38E-05,-0.00010068,-0.0012826
9.8,0.97859,0.059964,-0.00051799,0.00045762,-0.00037687,-0.026397,9.7377,-0.15537,-0.017215,0.0046339,-0.00040743,-0.13404,-0.004134,0.0062852,-0.00011311,-3.33E-05,-0.00010087,-0.0012562
9.9,0.97817,0.060587,-0.00052933,0.00045431,-0.00038697,-0.02652,9.8355,-0.16251,-0.017976,0.0046807,-0.00043289,-0.13668,-0.0041505,0.0062239,-0.00011339,-3.31E-05,-0.00010101,-0.0012304
10,0.97775,0.061203,-0.0005407,0.00045102,-0.00039708,-0.026641,9.9332,-0.16983,-0.01876,0.0047273,-0.00045917,-0.13934,-0.0041664,0.0061627,-0.00011364,-3.29E-05,-0.00010108,-0.0012053
10.1,0.97734,0.061813,-0.00055208,0.00044774,-0.00040719,-0.026759,10.031,-0.17735,-0.019565,0.0047736,-0.00048629,-0.142,-0.0041819,0.0061015,-0.00011387,-3.28E-05,-0.00010109,-0.0011807
10.2,0.97692,0.062417,-0.00056349,0.00044446,-0.00041729,-0.026875,10.129,-0.18506,-0.020393,0.0048197,-0.00051423,-0.14468,-0.0041968,0.0060404,-0.00011407,-3.28E-05,-0.00010105,-0.0011568
10.3,0.9765,0.063015,-0.00057491,0.00044117,-0.00042739,-0.026988,10.226,-0.19297,-0.021243,0.0048655,-0.00054301,-0.14736,-0.0042113,0.0059794,-0.00011424,-3.29E-05,-0.00010095,-0.0011334
10.4,0.97607,0.063607,-0.00058635,0.00043785,-0.00043747,-0.027099,10.324,-0.20108,-0.022115,0.0049111,-0.00057261,-0.15006,-0.0042253,0.0059185,-0.0001144,-3.31E-05,-0.0001008,-0.0011105
10.5,0.97565,0.064193,-0.00059781,0.00043451,-0.00044753,-0.027208,10.421,-0.20938,-0.023011,0.0049564,-0.00060305,-0.15277,-0.0042388,0.0058578,-0.00011453,-3.34E-05,-0.00010059,-0.0010883
